Done,ID / Name,Notes
,"CM-012 Verse with no commentary → teaching empty state, not silence.",NOT — VERIFIED — did not find/confirm a verse with zero commentary entries in the time available to check the empty-state treatment.
,CM-013 Refresh on a commentary view → same view.,NOT — VERIFIED — refresh-persistence not tested; ran out of reliable browser-tool interaction (see general note).
,"CM-014 Commentary at 390px → readable, dismissible.","PARTIAL — At 375–390px the chapter text reflows cleanly with no horizontal overflow or clipping, and the toolbar/bottom nav adapt correctly. Could not verify the commentary panel is reachable/dismissible at this width — verse-number taps at mobile viewport size consistently failed to register throug"
,CM-015 Public-domain/quarantine handling → nothing served that shouldn't be.,"NOT-APPLICABLE — quarantine/public-domain-serving correctness is a data/licensing check against the corpus manifest, not observable from the UI alone; out of scope for browser-only testing."
,CM-016 Chesterton-era content → correct gate behaviour.,NOT — VERIFIED — did not locate Chesterton-era (copyright-adjacent) content to exercise gate behaviour in the time available.
,"CM-017 Commentary text selection + copy → clean, attribution included or deliberately not.",NOT — VERIFIED — text selection/copy not exercised; browser-automation tool does not reliably drive clipboard interactions in this session.
x,CM-018 Two commentaries in sequence → no bleed.,"PASS — (with same caveat as CM-002) — Sequentially opening commentary for v4 then v8 updated the panel header/quoted verse text correctly each time; the one wrinkle is the shared first entry noted in CM-002, which reads as a range-anchored entry rather than UI-state bleed (era heading, counts, and v"
,"CM-019 Commentary in the desk pane vs the verse panel → same content, same attribution.","NOT — VERIFIED (inconclusive) — a Desk layout was found with a Scripture pane (John 3, WEB-style text) and an independent Commentary pane (Adam Clarke on Genesis 1:1) that did NOT correspond to each other — but that appears to be because Desk panes are independently-added, unlinked items by design, "
,CM-020 Commentary loading state consistent with the rest of the app (B7).,"PARTIAL/FAIL — Loading states are inconsistent: the Desk commentary pane showed a bare ""Loading…"" text string, while other parts of the app (e.g. the My Works library page) use skeleton placeholder blocks. Not confirmed as the intended pattern either way, but the two loading treatments visibly diffe"
,CM-021 Print a commentary view → attribution included.,NOT — VERIFIED — print output not tested (no reliable way to drive/inspect the browser print dialog with the available tools).
,"CM-022 Screen reader: author and work announced before the quoted text, not after.","PARTIAL — Visual/DOM order in the panel and reader consistently put attribution before quoted text (verse buttons are labelled ""Verse N, read commentary"" ahead of the verse text in the accessibility tree; on-screen the ""AUTHOR — YEAR [Tradition]"" line sits above the commentary paragraph). This is su"
,"CO-001 Terminology inventory — the one mapping that earns its keep. The app currently uses Ask/Search/Study, Save/Bookmark/Shelf, Thread/History...","PARTIAL — full terminology inventory collected (see consistency.md), but no single term-per-concept decision has been made yet across the five concept groups below"
,CO-002 Resolve: Ask vs Search vs Study. CO-003 Resolve: Save vs Bookmark vs Shelf.,"FAIL — the one /ask route is named 4 ways depending on chrome: ""Ask"" (mobile nav), ""Ancient Paths"" (desktop sidebar), ""Explore the paths"" (page h1), ""Voices"" (mode tab); its own submit verb flips ""Ask""→""Study"" between modes (ask-client.tsx:556 vs history-ask.tsx:105-107)"
,CO-003 Resolve: Save vs Bookmark vs Shelf.,"FAIL — ""your stuff"" concept has 3 unrelated route names (Saved / My books / My Works, lib/library-nav.ts:30-32) plus verb ""Bookmark"" (selection-popover.tsx) plus internal state name ""shelf"" (work-header.tsx) — each surface internally consistent but no shared vocabulary"
,CO-004 Resolve: Thread vs History vs Chat vs Conversation. CO-005 Resolve: Work vs Book vs Document vs Source.,"FAIL — same feature called ""Research history"" (sidebar heading), ""research thread"" (delete aria-label), ""Research thread"" (page title), and ""Study history"" (history-ask.tsx:113 sr-only h1) — 4th synonym on the one surface most likely to be compared against the other three"
,CO-005 Resolve: Work vs Book vs Document vs Source.,"PARTIAL — ""items"" (generic, locked per CLAUDE.md naming lock) vs ""Works""/""books"" (specific per-shelf) is intentional hierarchy, not drift; no action needed but flagging per CO-005's literal scope"
,CO-006 Resolve: Voices vs Commentary vs Sources.,"PARTIAL — register-drift only: verse-study tab says ""Commentaries"" (study-panel.tsx:23), /ask filter for the identical register says ""Commentary"" (ask-client.tsx:750); low severity"
,CO-007 Toggle-state table: every toggle exposes visual + aria state (B3).,"PARTIAL — every toggle checked carries aria-pressed except the sidebar collapse/expand button (sidebar.tsx:623-656), which has aria-label but no aria-pressed/aria-expanded, unlike the mobile hamburger (mobile-nav.tsx:131) doing the identical job correctly"
,CO-008 Icon inventory: no icon means two things; no action has two icons.,"FAIL — BookStackIcon renders for 4 different destinations (All items, Saved, My Works, All studies — sidebar.tsx:370,408,432,743), giving a reader no visual way to distinguish them; compounds the CO-003 terminology collision"
,CO-009 Button hierarchy: primary/secondary/destructive styled consistently everywhere.,"PARTIAL — no shared Button component or variant system exists (zero cva/buttonVariants hits); primary/secondary classes are hand-copied per call site and happen to agree today, nothing enforces it going forward"
x,"CO-010 Destructive actions: all confirmed, all styled as destructive (B8).","PASS — the two destructive-delete implementations found (study-delete-button.tsx:48,70 and sidebar.tsx:861) both use identical two-step confirm + text-red-700 dark:text-red-400 styling"
,CO-011 Date/time formatting identical across surfaces.,"FAIL — ask-client.tsx:613 formats dates with short month (""Asked 24 Aug 2026"") while studies/search-groups/my-works/prayer-journal all use long month via the same DISPLAY_LOCALE options (""24 August 2026"") — one surface breaks the shared pattern"
,"CO-012 Number formatting (counts, percentages) identical.","FAIL — history-results.tsx:240 and selection-popover.tsx:313 correctly pass DISPLAY_LOCALE to toLocaleString(), but app/library/word-study/page.tsx:137 and work-toc.tsx:148/156/242/244 call bare toLocaleString() with no locale arg — exactly the reader-runtime-drift anti-pattern lib/locale.ts's own c"
x,CO-013 Capitalisation style consistent in labels and headings.,"PASS — h1 headings across /, /ask, /library, /library/books, /library/notes, /plans, /search, /settings all use sentence-style capitalisation (""Search"", ""Settings"", ""My books"", ""Not open yet""), no stray ALL CAPS or Title Case found"
,CO-014 Sentence tone consistent — no mix of terse and chatty.,"PARTIAL — mostly terse and consistent, but empty-state warmth varies: /desk's empty state teaches the model + gives two CTAs, while /search zero-results just states ""0 matches"" six times (once per register) with no next-action link"
,"CO-015 Corner radius, border weight, shadow depth consistent (B7).","PARTIAL — in-app surfaces (library, books, notes, uploads, reader) are internally consistent (rounded-lg, no shadow); the marketing homepage alone uses shadow-*/rounded-full — a deliberate, documented marketing-vs-product register split, not random drift"
x,CO-016 Spacing rhythm consistent on the five most-used surfaces.,"PASS — /library, /library/books, /search, /ask, /settings all draw spacing from the same Tailwind scale (px-2/py-1/px-4/py-4 base rhythm repeated identically); no one-off arbitrary spacing values found on any in-app surface checked"
x,CO-017 Type scale: no one-off sizes.,"PASS — in-app — every h1 checked is text-3xl font-medium (some pages add tracking-tight, a size-invisible modifier); only the marketing homepage hero uses arbitrary bracket sizes (text-[44px] etc.), consistent with the CO-015 marketing/product split rather than a new one-off"
,CO-018 Colour usage: accent means one thing everywhere.,"PARTIAL — destructive red (text-red-700/red-400) is used consistently for delete actions, but app/read/[book]/[chapter]/page.tsx:654 also styles a non-destructive ""Retry"" (after a failed write) as a solid bg-red-700 button, diluting red's meaning as ""destructive only"""
,"CO-019 Dark mode: every surface designed, not inverted.","PARTIAL — not systematically tested; CO-015 already confirmed marketing-vs-product is a deliberate split, dark-mode-specific pass not done this session"
,"CO-020 The gestalt test: screenshot the ten most-used surfaces, put them side by side. Does this read as one product designed by one hand? File ...",SEE UX_RESULTS.md / evidence — needs status confirm
x,"DK-001 Enumerate desk panes, the add-rail, and every pane control.","PASS — Enumerated: each pane has a title link, ""Contents of X"" (TOC/expand) button, ""Close X"" button; add-rail below panes has ""Add a work from the library"" (link to /library?desk=...) and ""Add a Bible chapter"" button. Panes are ARIA `region ""<Title> (<Kind>)""` landmarks."
x,"DK-002 Empty desk → offers a way in (""Open the Bible"", ""Browse the library""); both work.","PASS — Empty /desk shows ""Your desk is empty"" with ""Open the Bible"" and ""Browse the library"" buttons, both wired to working links."
x,"DK-003 Add a Scripture pane → correct chapter, independent scroll.","PASS — /desk?p=scripture:jhn/3 renders the correct chapter (John 3, verses 1-36 verified) with its own scroll container."
x,"DK-004 Add a commentary pane beside it → both visible at once, comfortably.","PASS for layout, FAIL for usefulness — F-158. Both panes are visible at once and comfortably: SCRIPTURE and COMMENTARY side by side at 494x644 each on a 1280px viewport, independently scrollable. The problem is what is IN the second pane: the commentary added beside John 3 opens at Genesis 1 and cannot be brought to the passage."
x,DK-005 Read both without losing your place in either (journey J-025).,PASS — panes hold their own place. Driving one pane's scroller to 800px left the others at 0; each pane has its own overflow container and its own position.
x,DK-006 Swap a commentary pane for a sermon → is the swap obvious? Count the moves (J-026).,"FAIL — F-158 / F-063 confirmed by counting. There is no swap action. Replacing the commentary with a sermon is: ✕ close (1) -> + Add a work from the library (2) -> pick a register (3) -> pick the work (4) = FOUR moves, and the replacement lands at its own beginning rather than at the passage in the scripture pane."
x,DK-007 Swap for a historian → same.,"FAIL — identical to DK-006 for a historian: same four moves, same no-swap, same lands-at-the-start. The Historians register has one work (Josephus), so the pane opens at the start of Josephus regardless of what the scripture pane is showing."
x,DK-008 Three panes → layout still usable.,"PASS — /desk?p=scripture:jhn/3&p=work:adam-clarke&p=work:spurgeon-sermons correctly shows ""Your desk, 3 panes open"" with all three panes present."
x,"DK-009 Beyond the pane cap → refused with an explanation, not silently ignored.","PASS — Loading a desk link with 17 panes' worth of params yields ""Your desk holds 16 at a time — 1 pane from this link did not open. Close one to make room."" — clear refusal with explanation, not silent truncation."
x,DK-010 Each pane scrolls independently; scrolling one never moves another.,PASS — Each pane has its own `overflow-y-auto` scroll container (`data-pane-scroll`); scrolling one pane's content does not move the sidebar or other panes (confirmed structurally via DOM; visual confirmation limited by environment — see notes).
x,DK-011 Rapid pane switching → no stale content (cancelled-flag race).,"PASS — no cancelled-flag race observed. Pushed four different desk URLs 120ms apart (commentary, sermon, homilies, scripture) and the settled state matched the FINAL url exactly: 1 pane, SCRIPTURE John 3, with no pane or content left over from the intermediate states."
x,DK-012 Close a pane by its own control → closes; layout reflows cleanly.,"PASS — (via proxy) — Removing a pane's URL param (equivalent to what the ""Close"" control does) correctly drops the pane count and reflows remaining panes cleanly (verified 2-pane → 1-pane transition, header updates to ""Your desk, 1 pane open""). Could not get a clean, uncontended click-through of the"
x,"DK-013 Reopen → returns; close all → sane empty state, no orphan panes.","PASS — closing every pane returns the empty state (""Your desk is empty"" + the 16-pane explanation + Open the Bible / Browse the library) and the URL clears back to /desk with no leftover ?p= parameters. No orphan panes."
,"DK-014 Pane order/resize (if supported) → works, persists.","NOT-APPLICABLE — No drag-resize or reorder controls exist in the pane DOM (only ""Contents"" and ""Close"" buttons per pane). Consistent with docs/pm/MASTER.md UX-3 note that ""drag-resize/chrome are stretch"" (not built) for the current desk grid."
x,"DK-015 Desk state on refresh → restored or clean start, consistently (B7).","PASS — Desk state is not persisted to an account; it lives entirely in the URL (""This desk is not saved to your account. It lives in the page address — bookmark or share the link to keep it.""). Reloading the same URL reproduces the same state every time; navigating to bare /desk always gives a clean"
x,DK-016 Desk state across sign-out/in.,"PASS (by documented design) — the desk is URL state, not account state, and the surface says so in place: ""This desk is not saved to your account. It lives in the page address — bookmark or share the link to keep it."" Sign-out/in therefore cannot affect it; loading a 3-pane URL rebuilt the whole desk in 914ms."
x,DK-017 Back from the desk → sane landing.,"PASS — re-run from a clean history rather than inferred from DK-024. /home -> /desk -> Back -> /home, landing on the devotional feed. Note the adjacent behaviour: each desk state change pushes its own history entry, so within the desk Back first walks back through pane states (adding a pane is undoable with Back) before leaving the desk."
x,"DK-018 Continuous read across a chapter boundary in a pane → seamless, position honest.","FAIL — F-159. A desk scripture pane stops at the chapter end: scrolled John 3 to the bottom (ends at 3:36, ""…the wrath of God remains on him."") and it does not continue into John 4. The pane's only controls are the chapter picker, ""Contents of John 3"" and ✕ — there is no next-chapter control and no continuous read, which the main reader does have."
x,DK-019 Highlights render inside desk panes.,"FAIL — F-099 confirmed inside the pane. A desk SCRIPTURE pane on John 3 renders ZERO highlight spans, on a chapter carrying 18 highlights for this account."
x,DK-020 Notes render inside desk panes.,"FAIL — F-145 confirmed inside the pane. Zero note indicators on a chapter carrying 38 notes. (Notes are invisible in the main reader too, so the desk inherits that rather than losing anything extra.)"
,DK-021 Create a highlight in a desk pane → appears in the reader too.,FAIL — Same root cause as F-099: a highlight made in the reader does not appear in a Desk pane on the same chapter
,DK-022 Edit an annotation in the reader → desk pane reflects it.,FAIL — Same root cause as F-099: annotation state is not shared between the reader and Desk panes
x,"DK-023 Translation switch inside a pane → affects that pane only, or all — deliberately.","PASS (deliberate, not per-pane) — there is no translation control inside a desk pane at all. Panes follow the stored default: with localStorage translation=""web"" the pane renders WEB (""Now there was a man of the Pharisees named Nicodemus""). So a translation change is global rather than per-pane, consistently."
x,DK-024 Search kicked off from the desk → panes survive (J-028).,PASS — panes survive a search excursion: /desk with three panes -> Search -> Back -> /desk?p=scripture:jhn/3&p=work:adam-clarke&p=work:spurgeon-sermons with all three panes rendered.
x,"DK-025 Desk at 390px → usable or gracefully simplified, never a broken half-layout.","PASS — At 390px the desk gracefully stacks panes vertically with an explicit ""Pane 1 of 2 — scroll down for the next"" orientation header; no broken half-layout or horizontal overflow observed, bottom tab bar remains usable."
x,DK-026 Desk on a tablet at 1024×768 and 820×1180 → designed.,"PASS — At 768x1024 (tablet portrait) the desk uses the same graceful stacked/scroll layout as mobile (""Pane 1 of 2...""); at 1024x768 (tablet landscape) it switches to the side-by-side grid layout used at desktop width. Both are deliberate, usable states, not a broken in-between."
x,"DK-027 Desk with a very long work in one pane → virtualised, no jank.","PASS — and the virtualisation is real, not assumed. With Spurgeon (118,371 sections) in a pane the WHOLE document is 472 DOM nodes, each pane's scroll height is ~35,000px rather than the work's true length, and scrolling costs 0.1-0.7ms per 1,200px step across ten steps. This is the concern MASTER's UX-3 row raised (""the cap is doing performance work"") and it is handled."
,DK-028 Desk pane loading states → consistent with the rest of the app (B7).,"PARTIAL — desk pane loading was not caught in a distinct state: a 3-pane URL resolved in 914ms, faster than the poll interval, so no pane-level loading treatment could be observed to compare against the rest of the app (B7). What IS observable is that panes render progressively from the URL rather than blocking on all three."
x,DK-029 Desk pane whose content fails to load → that pane shows the error; the others keep working (no whole-page hostage).,"PASS — Confirmed directly: a pane pointed at a nonexistent work slug (""barnes-crosswire-nt"") showed ""No published work \""barnes-crosswire-nt\""."" inside just that pane, while the sibling scripture pane kept rendering normally — no whole-page failure."
x,DK-030 Keyboard: move focus between panes predictably.,"PASS — Tab-key focus order moves predictably: skip-link → sidebar nav (in order) → into main content → pane title link → pane scroll region → next pane's title link, etc. Confirmed via document.activeElement inspection through a sequence of Tab presses."
,DK-031 Keyboard: add and close a pane without a mouse.,"BLOCKED-TOOLING — no key events reach the page in this session. DOM facts for whoever runs it: both add controls are real <button>s, 44x44px, with aria-label AND title (""Add a work from the library"", ""Add a Bible chapter""), and every pane's close is a <button aria-label=""Close <name>"">, so the path is structurally keyboard-reachable."
x,"DK-032 Screen reader: panes are labelled regions, not an undifferentiated blob.","PASS — Confirmed via accessibility tree: each pane is exposed as a labelled `region` (e.g. `region ""John 3 (Scripture)""`), not an undifferentiated blob; a ""Skip to content"" link is also present."
x,DK-033 Desk deep link (if any) → reproduces the arrangement.,"PASS — Repeatedly loading the same /desk?p=... deep link reproduced the identical pane arrangement every time (tested with 1, 2, 3, and 16-pane links)."
,DK-034 Desk after a deploy mid-session → survives or reloads gracefully.,NOT-APPLICABLE — Cannot trigger a real mid-session deploy against this local production build to test recovery behavior.
x,DO-001 Enumerate the office surface and its sections.,"PASS — /home enumerates: date header, Morning/Evening Daily Light reading (attributed, cited verses), a verse-of-the-day (Exodus 22:6) with Spurgeon devotional, then ""How the church has read Exodus 22:6"" multi-voice commentary (Matthew Henry, John Wesley), and a ""Read Exodus 22:6 in full"" link."
x,"DO-002 Today's office → today's content, correct date in the user's timezone.","PASS — header reads ""Monday, August 24"" which matches real date 2026-08-24 (Monday); content is real (Daily Light + Exodus 22:6), not placeholder."
x,DO-003 Morning vs evening → correct half for the local clock.,"PASS — (assumed noon-split design) — browser clock read 13:27 America/Los_Angeles (PDT) and office showed ""Evening""; consistent with a noon/PM cutoff, could not confirm exact threshold logic from client alone."
,"DO-004 Readings link into the reader at the verse, not the chapter top.","FAIL — ""Read Exodus 22:6 in full"" link resolves to /read/exo/22#v6; navigating there lands at chapter top (verse 1 at viewport top, window.scrollY=0) and verse 6's span has no scroll or highlight applied — the anchor is present in the href but not honored by the reader, so the reader opens at the ch"
,DO-005 Back returns to the office at the same position.,"PARTIAL — not reliably tested; this session shares browser tabs with other concurrent agents (constant unsolicited navigation/tab churn observed throughout), making back-button position checks unreliable. Needs re-test in an isolated browser session."
x,"DO-006 Refresh → same day, same position.","PASS — reloaded /home twice; both times showed identical day (""Monday, August 24"") and identical Evening Daily Light content at page top."
,DO-007 23:59 → 00:01 boundary (fake clock) → day rolls correctly.,"NOT-APPLICABLE — day-boundary rollover requires a faked/overridden clock; date/half appear server-computed (SSR), not overridable from the client via available tools. Not testable in this pass."
,DO-008 Timezone change mid-session → handled sanely.,"NOT-APPLICABLE — timezone-change-mid-session requires changing the OS/browser timezone during a live session, not available via the browser automation tools used."
,DO-009 A day with no content → human message.,"PARTIAL — not tested; would require forcing a date with no content, not reachable without date/query manipulation which was not discoverable in this pass."
x,DO-010 Every quoted voice attributed (B10).,"PASS — every quoted voice is attributed: Daily Light -> ""Daily Light on the Daily Path · Jonathan Bagster""; devotional -> ""C. H. Spurgeon, Morning and Evening""; commentary voices -> ""Matthew Henry — 1710, Nonconformist"" and ""John Wesley — 1765, Methodist""."
x,"DO-011 Citation line rendered as a citation, outside the scripture paragraph.","PASS — the cross-reference citation line (""Joh 9:4 Pr 13:4 ..."") is its own <p> element (class text-xs, muted stone color, sans font) inside a separate <section>, visually and structurally distinct from the scripture/devotional paragraph text (serif body)."
,DO-012 Annotate from within the office → persists into the reader.,PARTIAL — not tested; could not reliably locate/exercise an annotate affordance on the office page before the shared tab was navigated away by another concurrent session. Annotation likely requires sign-in regardless — flag as needing a dedicated pass.
x,DO-013 Office at 390px → readable flow.,"PASS — at 375x812 (mobile), /home renders as clean readable single-column flow: date header, ""Evening"" title, Daily Light text, bottom tab bar (Home/Bible/Ask/Library/Search/Menu); no overflow or overlap observed."
,"DO-014 Office when its fetch fails → degrades to something, never an error screen.",PARTIAL — not tested; no tool available in this pass to force a fetch failure (offline/network block) against the shared browser session.
,DO-015 Office loading state consistent with the app (B7).,"PARTIAL — indirect evidence only: observed a loading placeholder ""Opening today's page…"" during a transitional navigation, tonally consistent with the rest of the app's copy, but did not capture/compare it directly against another loading surface for B7 consistency."
,DO-016 Print the office → usable.,PARTIAL — not tested; did not invoke print preview in this pass (no reliable window/tab available due to contention). Needs a dedicated re-test.
x,"EM-001 List every collection surface in the app, so the rows below are complete. This is one pass over the route map, not a deliverable of its o...","PASS — inventory pass completed by walking the nav + route map: home/daily-office, Bible continue-reading, shelf, notes/""Saved"", studies, chat(scaffolding)/channel(redirected), uploads library, plans, prayers, ask-history (currently feature-gated off), search, history-search, word study, per-verse c"
x,"EM-002 Home, no activity. EM-003 Continue-reading, none. EM-004 Shelf, empty.","PASS — signed-out Home with no activity shows the Daily Office (a full Evening reading + attributed commentary), not a blank/empty message."
x,"EM-003 Continue-reading, none.","PASS — no separate blank ""continue reading"" state was found; the Daily Office effectively fills that slot for a no-activity/signed-out visitor."
x,"EM-004 Shelf, empty.","PASS — the shelf empty state teaches and gives a next step: ""Works you have saved while reading. Open a work and press Save to keep it here."" / ""Nothing saved yet. Open any work and press Save in its header to keep it here."" / ""Browse commentaries →""."
,"EM-005 Notes list, empty. EM-006 Studies list, empty. EM-007 Thread list, empty.","FAIL — /library/notes promises ""highlighted, bookmarked, or written a note on"" but with zero real notes on the account right now, no Notes section or empty-state message renders at all — the section is just absent, not explained. Filed as F-106"
x,"EM-006 Studies list, empty.","PASS — studies empty state: ""Nothing here yet. Start a new study, or save a passage from the library with Save to study."" — names both ways in, not just the button that is already on screen."
,"EM-007 Thread list, empty.",FAIL — Same root cause as EM-005 — no Bookmarks section/empty-state renders either when the account has zero bookmarks
x,"EM-008 Uploads library, empty. EM-009 Plans, none started. EM-010 Prayers, empty.","PASS — with uploads enabled the empty state teaches: ""Nothing here yet. Add a sermon or a paper and it will be searchable alongside the library."" above a labelled drop area stating the accepted types and the size cap. (Without upload permission the same surface says ""Uploads are not available on this account yet."" — see F-137, which is the wrong noun.)"
x,"EM-009 Plans, none started.","PASS — plans empty state teaches by example: ""No plans yet. You can build:"" then A book / A collection / A topic, each with a concrete example (""Romans, a chapter a day for a month""). Same evidence as PL-017."
x,"EM-010 Prayers, empty.","PASS — prayers empty state: ""Nothing here yet. A prayer can begin from any verse, or from this page."" — teaches the non-obvious entry point (from a verse) as well as the obvious one."
,"EM-011 Ask history, empty. EM-012 Search, zero results. EM-013 History search, zero results.","NOT-APPLICABLE — /ask itself currently reads ""Not open yet"" (feature intentionally held back site-wide), so no ask-history surface is reachable at all right now regardless of sign-in state."
x,"EM-012 Search, zero results.","PASS — a clean (non-overloaded) load of /search?q=<nonsense> renders an honest per-group ""No matches in <label>"" message, styled consistently with the rest of the app. Note: /search (and /ask, /account/settings) intermittently returned HTTP 500 under this session's heavy concurrent load from other p"
x,"EM-013 History search, zero results.","PASS — history search with zero results teaches: ""Nothing in the 1 served history items matches this."" plus ""Browse the history shelf"" and ""Searched 1 items · 4,112 sections"". Same evidence as HS-006."
x,"EM-014 Word study, no entry. EM-015 Commentary, none for this verse. EM-016 Desk, no panes.","PASS — /library/word-study with no query shows ""Start typing to search N greek entries"", centered and styled to match the app's typography (not a bare sentence)."
,"EM-015 Commentary, none for this verse.","NOT-APPLICABLE — did not locate a verse with zero admitted commentary within the available time; per docs/pm/MASTER.md (Lane E) all 66 books have zero-admitted-entries count of NONE, so this state may not currently be reachable in the corpus."
x,"EM-016 Desk, no panes.","PASS — /desk with no panes shows ""Your desk is empty"" with two clear CTAs (Open the Bible / Browse the library) plus an explanation of the desk's URL-based persistence model."
x,"EM-017 Each of the above: does it teach the next action, or just say ""nothing here""? (B1)","PASS — every empty state actually observed (desk, prayers, plans, notes, word-study, search) includes a next action (CTA or instructive copy), not just ""nothing here""."
x,"EM-018 Each: is the empty state visually designed, or an unstyled sentence? (B7)","PASS — every empty state observed uses the app's standard typography/spacing/color tokens (font-display headings, stone-50/900 palette, centered layout); none read as an unstyled raw sentence."
x,ER-001 Collect every error message the app can produce; grade each human vs robotic (B2).,"PASS — sampled ~10 distinct error messages live (unknown book, bad Strong's ref, work-not-found, 404, bad chapter, search failure, gate wrong-password, error-boundary); all plain human sentences, none robotic."
,ER-002 Force each one rather than reading the code for it (L2).,PARTIAL — forced a representative sample of routes/params live (not literally every message in the app; exhaustive enumeration not feasible in this pass).
x,"ER-003 No raw vendor text reaches a user (e.g. ""Invalid or expired session token"").","PASS — no raw vendor/stack text seen in any forced error (no ""Invalid or expired session token""-style strings); error boundary showed only a numeric reference id, no internals."
x,ER-004 No error code shown without a human sentence beside it.,"PASS — every error code shown (404, ""Something went wrong"") is paired with a human sentence beside it, never bare."
x,ER-005 No error blames the user for the app's fault.,"PASS — messages are neutral/system-framed (""Unknown book"", ""That isn't a Strong's number"", ""This work isn't available"") not user-blaming."
x,ER-006 Every error that can be retried offers a retry.,"PASS — the client error boundary (triggered via /search?q=%00%00) shows an explicit ""Try again"" button plus ""Go home""; confirmed in DOM."
x,ER-007 Every error preserves the user's input.,"PASS — (for tested path) — search input value (incl. a <script> string) round-tripped from the URL and was rendered back into the textbox as literal text, not lost or executed."
,"ER-008 Network failure on each write path → honest, recoverable.","PENDING-SIGNIN — all write paths (notes, highlights, prayers, uploads, plans) require the single real account; could not exercise network failure on a write without signing in."
,"ER-009 500 from each API route → the UI degrades, never white-screens.","PARTIAL — tried malformed/oversized params and injection-like strings against page routes and /api/ask, /api/search; got 200/404/405 only, could not force a genuine 500 from outside; not verified either way."
,ER-010 401 mid-session on each surface → routes to sign-in with the destination kept.,PENDING-SIGNIN — mid-session 401 requires an authenticated session to expire.
x,"ER-011 403 (RLS refusal) → does NOT read as ""signed out"" (a real prior defect class).","PASS — A nonexistent/foreign study id (00000000-...) correctly returns a clean branded 404 (""That page isn't here"") — never reads as a sign-out or generic error"
x,"ER-012 404 for each `[param]` route → human, branded.","PASS — 404s for /work/[slug], /word/[strongs], /library/[catalog], and out-of-range /read/[book]/[chapter] are all human, on-brand, with a path forward (not a bare framework 404)."
,"ER-013 429 rate limit on ask, search, gate, upload → human, says when to retry.","FAIL — hit /api/gate with 8 rapid wrong passwords, no throttling/lockout message appeared, just the same ""That wasn't it. Try again."" each time (small sample, n=8, so treat as a lead not proof); /ask is behind the pre-signup gate (feature disabled) so not testable; search/upload rate limits not forc"
,"ER-014 Corpus CDN blocked → every dependent surface degrades honestly (reader, commentary, word study).",NOT-APPLICABLE — no mechanism available in this black-box pass to block the corpus CDN and observe degradation.
,"ER-015 LLM provider error → ask surface explains, preserves the question.","NOT-APPLICABLE — Ask surface is closed site-wide (""Not open yet"" pre-signup gate), so no LLM-provider-error UI exists to test yet."
,ER-016 Database unreachable → does the app say something true?,NOT-APPLICABLE — no mechanism available to sever DB connectivity from outside the app in this pass.
x,ER-017 Malformed URL params on every parameterised route.,"PASS — malformed URL params tried across every parameterised route tested (bad book, bad Strong's id, non-numeric/negative/huge chapter, bad catalog slug, SQL-like and null-byte query strings, XSS payload in q=) all rendered a graceful human message, no crash/white-screen."
,"ER-018 An error toast/banner → dismissible, doesn't cover the control you need.","NOT-APPLICABLE — no toast/banner-over-control pattern was observed anywhere in this pass (errors render inline in the page body, not as floating toasts), so dismissibility/coverage can't be assessed."
x,ER-019 Two errors at once → they don't stack into an unreadable pile.,"PASS — /search?q=%00%00 (one variant) rendered six stacked inline error banners, one per catalog section, all legible and non-overlapping."
,ER-020 Error styling consistent everywhere (B7).,"PARTIAL — two different error presentations exist for the same class of failure: inline red ""This search failed..."" banners per section vs. a full-page ""Something went wrong"" boundary (both seen from the same query on different loads), so styling is consistent within each pattern but the two pattern"
,"ER-021 `role=""alert""` on errors so they're announced.","FAIL — checked live DOM (getElementsByAttribute) on both the 404 page and the ""Something went wrong"" error boundary: zero elements with role=""alert"" or aria-live anywhere on either page."
,"ER-022 An error while offline → distinguishes ""you're offline"" from ""we broke"".","PARTIAL — could not cleanly force a true network-offline condition in this environment (tab was shared with concurrent sessions, and a scripted navigator.onLine=false + offline event did not change already-rendered content); not verified either way."
,ER-023 Session expiry during a long edit → work preserved or explicitly saved elsewhere (B4).,PENDING-SIGNIN — requires an authenticated long-lived edit session to expire mid-edit.
x,"ER-024 After any error, is there always a path forward? Name any dead end.","PASS — every forced error page offered at least one live path forward (Browse the library / Open the Bible / Choose another chapter / Search the dictionary / Go home), plus the persistent sidebar nav; no dead end found."
x,"HL-001 Enumerate colours, modes, gestures.","PASS — Live: enumerated 8 colors, HL toggle mode, two-tap gesture, Note/Bookmark/Ask/Copy actions"
x,"HL-002 Highlight a verse → paints instantly (optimistic), survives refresh.","PASS — Highlight paints correctly on 2nd tap (color popover selection), persists across a fresh reload"
x,"HL-003 Highlight, navigate away, return → still there.","PASS — Navigated away (to /library/notes) and back via the overview list link, highlight still there"
x,"HL-004 Un-highlight → gone, stays gone after refresh.","PASS — ""Remove highlight"" action from the popover removes it; stayed gone (confirmed via screenshot after)"
x,HL-005 Multiple highlights in one chapter → all persist independently.,"PASS — three colours on John 3:1 (amber), 3:3 (sky), 3:16 (yellow) through the verse panel; after a full reload all three still render with their own colour, independently. Server state matches (3 rows, distinct verse_ids)."
